"Country of 
Export",Ycode,"Waste 
streams",Annex VIII,"UN
class",H                                    Code,Characteristics,"Amount 
exported
(in metric tons)","Country
of  Transit","Country of 
destination","D
code","R
code"
DK,Y47,,,,H13,"190105,190107,190113",6523.0,,NO,D9,
DK,Y47,,,,H13,190113.190105,2067.0,,NO,D9,
DK,Y47,,,,H13,"190113,190105,190107",7622.0,,NO,D9,
DK,Y47,,,,H13,190113.0,1576.0,,SE,D9,
DO,Y10,Bifenilos Policlorados (PCBs),3180.0,,11.0,,50.0,"ES,IT",FR,D10,
DO,Y31,Plomo,1160.0,,11.0,,6000.0,,KR,,R4
DO,Y31,Plomo,1160.0,,11.0,,6000.0,,KR,,R4
DO,Y31,Plomo,1160.0,,11.0,,10000.0,,IL,,R4
DO,Y31,Plomo,1160.0,,11.0,,7200.0,,KR,,R4
DO,Y31,Plomo,1160.0,,11.0,,6000.0,,KR,,R4
DO,Y31,Plomo,1160.0,,11.0,,15000.0,,KR,,R4
DO,Y31,Plomo,1160.0,,11.0,,6000.0,,KR,,R4
EE,Y9,Wastes containing oil ,,,,,88.94,,LV,,"R12, R13"
EE,Y12,Pickling bases,,,,,67.043,,PL,,R4
EE,Y45,Cooling appliances,,,,,168.875,,LT,,"R4, R5, R13"
EE,Y45,Cooling appliances,,,,,22.1,,LV,,"R12, R13"
EE,"Y31, Y45",WEEE,,,,,22.44,,LT,,"R4, R5, R13"
EE,"Y31, Y45",WEEE,,,,,604.4,,LV,,"R12, R13"
EE,Y29,Wastes containing mercury,,,,,85.12,,LV,,R4
EE,Y31 ,CRT-s and monitors,,,,,168.02,,DE,,"R4, R5"
EE,Y8,Waste oils,,,,,369.36,,DE,,R9
FI,Y1,Waste pharmaceuticals,A4010,,,,58.62,,DE,D10,
FI,Y5,Treated wood wastes,(AC170),,H12,,19897.04,,DE,,R1
FI,Y6,Solvent waste (halogenated and non-halogenated),A3140,,"H3, H6.1",,41.56,,SE,D10,
FI,Y8,Waste oil,A3020,,"H12, H3",,123.28,,DE,,R9
FI,Y8,Waste oil,A3020,,"H11, H12, H3",,1635.0,,NO,,"R12, R1"
FI,Y9,"Waste oils/water, hydrocarbons/water mixtures, emulsions",A4060,,"H12, H3",,397.94,,DE,D10,
FI,Y12,Paint and pigment waste,A4070,,"H3, H4.1",,189.58,,DE,D10,
FI,Y12,"Unclassified (mixed paint, varnish etc., packages and wiping clothes)",,,H4.1,,149.6,,,,R3
FI,Y17,Waste from the surface treatment of metals and plastic,(AB030),,H12,,2.312,,DE,,R4
FI,Y17,Galvanic sludge,A1050,,H11,,109.535,,DE,,R4
FI,Y17,Galvanic sludge,A1050,,"H11, H12",,18.98,,DE,,R4
FI,Y17,Galvanic sludge,A1050,,H13,,78.0,,SE,,R4
FI,Y18,Active carbon (non-food industry & waste water),A4160,,H13,,333.5,,BE,,R7
FI,Y23,Sludge and scales from steel and iron production,(AA010),,"H11, H12",,1068.66,,SE,,R4
FI,Y23,Filter dust from stainless steel production,A4100,,"H11, H12",,1002.78,DE,BE,,R4
FI,Y23,Filter dust from stainless steel production,A4100,,"H11, H12",,1407.76,SE,FR,,R4
FI,Y23,Filter dust from stainless steel production,A4100,,"H11, H12",,2599.9,,NO,,R4
FI,Y23,Filter dust from stainless steel production,A4100,,H11,,16.35,,SE,,R4
FI,Y23,Filter dust from stainless steel production,A4100,,"H11, H12",,26938.22,,SE,,R4
FI,Y26,NiCd batteries,A1170,,H12,,20.17,"BE, NL",DE,,R4
FI,Y26,NiCd batteries,A1170,,"H11, H12, H8",,27.0,,SE,,R4
FI,Y26,NiCd accumulators,A1170,,"H11, H12, H8",,54.0,,SE,,R4
FI,Y29,Waste amalgame,A1030,,H11,,0.678,,DE,,R4
FI,Y29,Electronic and electric devices,A1180,,H12,,346.014,,EE,,R12
FI,Y31,Lead-containing waste,A1020,,H6.1,,142.747,,SE,,R4
FI,Y31,"Ashes sludges, dusts and other residues containing precious metals",A1030,,"H11, H12, H6.1",,116.725,DE,BE,,R4
FI,Y31,Lead accumulator scrap,A1160,,"H11, H12, H6.1, H8",,2348.97,,DE,,R4
FI,Y31,Lead accumulator scrap,A1160,,"H11, H12, H6.1, H8",,8749.291,,EE,,R4
FI,Y31,Lead accumulator scrap,A1160,,"H11, H12, H6.1, H8",,7637.7,,SE,,R4
FI,Y31,Electronic and electric devices,A1180,,"H12, H6.1",,44.282,,DE,,R4
FI,Y31,Electronic and electric devices,A1180,,"H11, H12",,667.369,,EE,,R12
FI,Y31,Cathode Ray Tube glass (CRT),A2010,,"H11, H12",,3189.6,,DE,,R5
FI,Y31,Cathode Ray Tube glass (CRT),A2010,,H11,,32.67,,SE,,R5
FI,Y31,Cathode Ray Tube glass (CRT),A2010,,"H11, H12",,30.78,,SE,,R4
FI,Y42,Solvent waste (halogenated and non-halogenated),A3140,,H3,,454.92,,BE,,R2
FI,Y42,Solvent waste (halogenated and non-halogenated),A3140,,H3,,181.64,DE,FR,,R2
FI,Y42,Solvent waste (halogenated and non-halogenated),A4010,,H3,,1281.19,DE,GB,,R2
FI,Y45,Halogenated organic solvents,A3150,,H12,,1.8,,BE,,R3
FI,Y_,Sludge and scales from steel and iron production,(AA010),,"H11, H12",,46.88,,SE,,R4
FI,Y_,Battery waste,A1170,,"H11, H8",,196.9,,DE,,R4
FI,Y_,Refrigerating devices,A1180,,H11,,1619.834,,SE,,R3
FI,Y_,Refrigerating devices,A1180,,H12,,3893.817,,SE,,R3
FI,Y_,Waste catalyst (amber),A2030,,"H11, H12, H6.1",,3807.686,DE,AT,,R8
FI,Y_,Waste catalyst (amber),A2030,,"H11, H12, H4.2",,11.2,DE,BE,,R8
FI,Y_,Waste catalyte (amber),A2030,,"H11, H12, H4.2",,432.4,,DE,,R8
FI,Y_,Waste catalyst (amber),A2030,,"H11, H12, H4.2",,33.44,"BE, DE",FR,,R8
FI,Y_,Waste catalyst (amber),A2030,,"H11, H12, H4.2",,664.935,"BE, DE",NL,,R8
FI,Y_,Metal dust from stainless steel production,(AA010),,"H11, H12",,8764.62,,SE,,R4
FI,Y46,Domestic waste,,,,,18046.38,,SE,,R1
GB,Y12,A2010 Glass waste from cathode-ray tubes and other activated glasses Note that mirror entry on list B (B1160) does not specify exceptions. (3) PCBs at a concentration level of 50mg/kg or more.,,9,H12,Ecotoxic,482.56,,NL,,"R5, R13"
GB,Y12,"A3050 Wastes from production, formulation and use of resins, latex, plasticisers, glues/adhesives excluding such wastes specified on list B (note the related entry on list B, B4020)",,"3, 4.1, 6.1, 8","H3, H4.1, H6.1, H8","Inflammable liquids
Inflammable solids
Poisonous(acute)
Corrosives",491.57,,NL,,"R1, R12"
GB,Y12,"A4070 Wastes from the production, formulation and use of inks, dyes, pigments, paints, lacquers, varnish excluding any such waste specified on list B (note the related entry on list B, B4010)",,"3, 4.1, 6.1, 8","H3, H4.1, H6.1, H8","Inflammable liquids
Inflammable solids
Poisonous(acute)
Corrosives",92.86,,BE,,"R1, R4, R5"
GB,Y12,"A4070 Wastes from the production, formulation and use of inks, dyes, pigments, paints, lacquers, varnish excluding any such waste specified on list B (note the related entry on list B, B4010)",,"3, 4.1, 6.1, 8","H3, H4.1, H6.1, H8","Inflammable liquids
Inflammable solids
Poisonous(acute)
Corrosives",1468.05,,NL,,R1
GB,Y12,"A4070 Wastes from the production, formulation and use of inks, dyes, pigments, paints, lacquers, varnish excluding any such waste specified on list B (note the related entry on list B, B4010)",,"3, 4.1, 6.1, 8","H3, H4.1, H6.1, H8","Inflammable liquids
Inflammable solids
Poisonous(acute)
Corrosives",1544.38,,NL,,R1
GB,Y12,"A4070 Wastes from the production, formulation and use of inks, dyes, pigments, paints, lacquers, varnish excluding any such waste specified on list B (note the related entry on list B, B4010)",,4.1,H4.1,Inflammable solids,95.02,,BE,,R1
GB,Y12,"A4070 Wastes from the production, formulation and use of inks, dyes, pigments, paints, lacquers, varnish excluding any such waste specified on list B (note the related entry on list B, B4010)",,4.1,H4.1,Inflammable solids,67.75,,NL,,"R1, R4"
GB,Y12,"A4070 Wastes from the production, formulation and use of inks, dyes, pigments, paints, lacquers, varnish excluding any such waste specified on list B (note the related entry on list B, B4010)",,"4.1, 6.1","H4.1, H6.1","Inflammable solids
Poisonous(acute)",17.84,,DE,,R1
GB,Y12,"A4070 Wastes from the production, formulation and use of inks, dyes, pigments, paints, lacquers, varnish excluding any such waste specified on list B (note the related entry on list B, B4010)",,"4.1, 6.1","H4.1, H6.1","Inflammable solids
Poisonous(acute)",80.4,,DE,,"R1, R3"
GB,Y12,"GC020 Electronic scrap (e.g. printed circuit boards, electronic components, wire, etc.) and reclaimed electronic components suitable for base and precious metal recovery.",,NA,NA,Not applicable,160.31,"DE, FR, CZ, BE",SK,,R3
GB,Y13,"A3050 Wastes from production, formulation and use of resins, latex, plasticisers, glues/adhesives excluding such wastes specified on list B (note the related entry on list B, B4020)",,"3, 4.1, 6.1, 8","H3, H4.1, H6.1, H8","Inflammable liquids
Inflammable solids
Poisonous(acute)
Corrosives",1586.39,,NL,,R1
GB,Y13,"A3050 Wastes from production, formulation and use of resins, latex, plasticisers, glues/adhesives excluding such wastes specified on list B (note the related entry on list B, B4020)",,"3, 4.1, 6.1, 8","H3, H4.1, H6.1, H8","Inflammable liquids
Inflammable solids
Poisonous(acute)
Corrosives",110.98,,NL,,R1
GB,Y13,"A3050 Wastes from production, formulation and use of resins, latex, plasticisers, glues/adhesives excluding such wastes specified on list B (note the related entry on list B, B4020)",,4.1,H4.1,Inflammable solids,538.07,,SE,,R1
GB,Y13,"A3050 Wastes from production, formulation and use of resins, latex, plasticisers, glues/adhesives excluding such wastes specified on list B (note the related entry on list B, B4020)",,NA,NA,Not applicable,25.1,,SE,,R1
GB,Y16,"AD090 Wastes from the production, formulation and use of reprographic and photographic chemicals and materials not elsewhere specified or included.",,NA,NA,Not applicable,13.25,NL,DE,,R4
GB,Y16,Silver Rich Mud,,8,H8,Corrosives,249.36,,US,,R4
GB,Y17,A1050 Galvanic sludges,,9,H11,Toxic(delayed or chronic),63.05,"FR, BE, NL",DE,,R4
GB,Y17,A1050 Galvanic sludges,,9,H12,Ecotoxic,338.0,"DE, BE, FR",DE,,R4
GB,Y17,A1050 Galvanic sludges,,9,H12,Ecotoxic,327.81,"FR, BE, NL",DE,,R5
GB,Y17,A1050 Galvanic sludges,,NA,NA,Not applicable,61.97,"FR, BE, NL",DE,,R4
GB,Y17,AB030 Wastes from non-cyanide based systems which arise from surface treatment of metals.,,9,H11,Toxic(delayed or chronic),521.12,"FR, BE, NL, DE",DE,,R4
GB,Y17,AC250 Surface active agents (surfactants),,9,H13,"Capable, by any means, after disposal, of yielding an material, eg leachate, which possesses any characteristics listed above",5.0,,IE,,R3
GB,Y18,A2030 Waste catalysts but excluding such wastes specified on list B,,4.1,H4.1,Inflammable solids,40.01,,DE,,R4
GB,Y18,A2030 Waste catalysts but excluding such wastes specified on list B,,"4.1, 4.2, 6.1","H4.1, H4.2, H6.1","Inflammable solids
Substances or wastes liable to spontaneous combustion
Poisonous(acute)",66.92,,FR,,"R4, R8"
GB,Y18,A2030 Waste catalysts but excluding such wastes specified on list B,,4.2,H4.2,Substances or wastes liable to spontaneous combustion,206.2,,DE,,R4
GB,Y18,A2030 Waste catalysts but excluding such wastes specified on list B,,4.2,H4.2,Substances or wastes liable to spontaneous combustion,1084.14,,NL,,R8
GB,Y18,A2030 Waste catalysts but excluding such wastes specified on list B,,9,H11,Toxic(delayed or chronic),39.6,"BE, NL",LU,,R5
GB,Y18,A2030 Waste catalysts but excluding such wastes specified on list B,,9,"H11, H12","Toxic(delayed or chronic)
Ecotoxic",156.56,,DE,,R4
GB,Y18,A2030 Waste catalysts but excluding such wastes specified on list B,,9,"H11, H12","Toxic(delayed or chronic)
Ecotoxic",9.69,,FI,,R4
GB,Y18,A3120 Fluff - light fraction from shredding,,NA,NA,Not applicable,2469.73,FR,BE,,"R3, R4, R5, R12"
GB,Y18,A4100 Wastes from industrial pollution control devices for cleaning of industrial off-gases but excluding such wastes specified on list B,,4.3,H4.3,"Substances or wastes which, in contact with water, emit inflammable gases",139.19,"NL, BE, FR",DE,,R12
GB,Y18,A4100 Wastes from industrial pollution control devices for cleaning of industrial off-gases but excluding such wastes specified on list B,,4.3,H4.3,"Substances or wastes which, in contact with water, emit inflammable gases",194.54,"NL, FR, BE",DE,,R5
GB,Y18,A4130 Waste packages and containers containing Annex I substances in concentrations sufficient to exhibit Annex III hazard characteristics,,"3, 4.1, 4.2, 4.3, 5.1, 5.2, 6.1, 8","H3, H4.1, H4.2, H4.3, H5.1, H5.2, H6.1, H8","Inflammable liquids
Inflammable solids
Substances or wastes liable to spontaneous combustion
Substances or wastes which, in contact with water, emit inflammable gases
Oxidizing
Organic Peroxides
Poisonous(acute)
Corrosives",48.04,,FR,,R3
GB,Y18,A4160 Spent activated carbon not included on list B,,NA,NA,Not applicable,154.63,,BE,,R7
GB,Y18,Tin Bearing Residues from Glass Making,,9,H11,Toxic(delayed or chronic),81.32,,BE,,R4
GB,"Y18, Y22, Y29, Y31",A1170 Unsorted waste batteries excluding mixtures of only list B batteries. Waste batteries not specified on list B containing Annex I constituents to an extent to render them hazardous,,8,H8,Corrosives,40.51,,FR,,"R4, R11"
GB,Y2,A3150 Waste halogenated organic solvents,,6.1,H6.1,Poisonous(acute),105.66,BE,FR,,R5
GB,Y2,"A4010 Wastes from the production, preparation and use of pharmaceutical products but excluding such wastes specified on list B",,"3, 6.1","H3, H6.1","Inflammable liquids
Poisonous(acute)",701.66,,DE,,R3
GB,"Y2, Y3","A4010 Wastes from the production, preparation and use of pharmaceutical products but excluding such wastes specified on list B",,NA,NA,Not applicable,128.97,NL,DE,,R1
GB,Y20,"A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,9,H11,Toxic(delayed or chronic),5.0,,US,,R5
GB,Y22,A2030 Waste catalysts but excluding such wastes specified on list B,,9,H12,Ecotoxic,340.73,,DE,,R4
GB,Y22,Copper Filterpress Cake,,8,H8,Corrosives,60.34,,BE,,R4
GB,Y22,"GC020 Electronic scrap (e.g. printed circuit boards, electronic components, wire, etc.) and reclaimed electronic components suitable for base and precious metal recovery.",,9,H12,Ecotoxic,15.97,,SG,,R4
GB,"Y22, Y23",A2030 Waste catalysts but excluding such wastes specified on list B,,4.2,H4.2,Substances or wastes liable to spontaneous combustion,78.77,,DE,,R4
GB,"Y22, Y23",A2030 Waste catalysts but excluding such wastes specified on list B,,4.2,H4.2,Substances or wastes liable to spontaneous combustion,407.99,,DE,,R4
GB,"Y22, Y23",A2030 Waste catalysts but excluding such wastes specified on list B,,4.2,H4.2,Substances or wastes liable to spontaneous combustion,14.41,,DE,,R4
GB,"Y22, Y23",A2030 Waste catalysts but excluding such wastes specified on list B,,4.2,H4.2,Substances or wastes liable to spontaneous combustion,41.2,DE,CH,,R4
GB,"Y22, Y23",A2030 Waste catalysts but excluding such wastes specified on list B,,9,H12,Ecotoxic,353.6,,DE,,R4
GB,"Y22, Y23, Y24, Y25, Y26, Y29, Y30, Y31",Ash from Incineration of Meat & Bonemeal,,NA,NA,Not applicable,1497.29,BE,NL,,"R4, R5"
GB,"Y22, Y23, Y27","A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,6.1,"H6.1, H12","Poisonous(acute)
Ecotoxic",109.42,,BE,,R4
GB,"Y22, Y23, Y31","A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,6.1,"H6.1, H12","Poisonous(acute)
Ecotoxic",180.56,,BE,,R4
GB,Y23,"A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,9,"H11, H12","Toxic(delayed or chronic)
Ecotoxic",57.6,,BE,,R4
GB,Y23,"A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,9,H12,Ecotoxic,110.34,,BE,,R4
GB,Y23,A2030 Waste catalysts but excluding such wastes specified on list B,,9,H12,Ecotoxic,117.8,,DE,,R4
GB,Y23,"AA010 Dross, scalings and other wastes from the manufacture of iron or steel",,9,"H11, H12","Toxic(delayed or chronic)
Ecotoxic",2799.83,,FR,,R4
GB,Y23,"AA010 Dross, scalings and other wastes from the manufacture of iron or steel",,9,H12,Ecotoxic,2785.09,,BG,,R4
GB,Y23,"AA010 Dross, scalings and other wastes from the manufacture of iron or steel",,9,H12,Ecotoxic,4954.83,,FR,,R4
GB,Y23,"AA010 Dross, scalings and other wastes from the manufacture of iron or steel",,9,H12,Ecotoxic,1876.76,,NO,,R4
GB,Y23,"AA010 Dross, scalings and other wastes from the manufacture of iron or steel",,9.0,H12,Ecotoxic,16600.51,,IT,,R4
GB,Y23,"AA010 Dross, scalings and other wastes from the manufacture of iron or steel",,NA,NA,Not applicable,119.36,,FR,,R4
GB,Y23,"AA010 Dross, scalings and other wastes from the manufacture of iron or steel",,NA,NA,Not applicable,11906.98,,IT,,R4
GB,Y23,"AA010 Dross, scalings and other wastes from the manufacture of iron or steel",,NA,NA,Not applicable,25.26,,NL,,R4
GB,"Y23, Y31","A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,"6.1, 9","H6.1, H12","Poisonous(acute)
Ecotoxic",57.0,,BE,,R4
GB,"Y23, Y31","A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,9,H12,Ecotoxic,3.46,,BE,,R4
GB,"Y23, Y31","A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,9,H12,Ecotoxic,195.67,NL,BE,,R4
GB,Y25,A2030 Waste catalysts but excluding such wastes specified on list B,,4.2,H4.2,Substances or wastes liable to spontaneous combustion,112.38,,BE,,R4
GB,"Y26, Y35",A1170 Unsorted waste batteries excluding mixtures of only list B batteries. Waste batteries not specified on list B containing Annex I constituents to an extent to render them hazardous,,8,H8,Corrosives,609.83,,FR,,R4
GB,Y29,A1010 Metal wastes and waste consisting of alloys of any of the following:,,6.1,H6.1,Poisonous(acute),19.39,NL,DE,,R4
GB,Y29,A1010 Metal wastes and waste consisting of alloys of any of the following:,,8,H8,Corrosives,116.79,,US,,R4
GB,Y29,A1030 Wastes having as constituents or contaminants any of the following:,,6.1,H6.1,Poisonous(acute),11.74,,DE,,R4
GB,Y29,A1030 Wastes having as constituents or contaminants any of the following:,,9,H12,Ecotoxic,182.55,NL,DE,,R5
GB,"Y29, Y33, Y34, Y35",A4140 Waste consisting of or containing off-specification or out-dated 18 chemicals corresponding to Annex I categories and exhibiting Annex III hazard characteristics,,"6.1, 8","H6.1, H8","Poisonous(acute)
Corrosives",15.06,"BE, BE",DE,,"R4, R5, R6"
GB,Y31,"A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,6.1,H6.1,Poisonous(acute),747.77,,BE,,R4
GB,Y31,"A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,6.1,H6.1,Poisonous(acute),141.76,,BE,,R4
GB,Y31,"A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,6.1,H6.1,Poisonous(acute),99.5,,PL,,R4
GB,Y31,"A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,"6.1, 9","H6.1, H12","Poisonous(acute)
Ecotoxic",701.29,,BE,,R4
GB,Y31,"A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,"8, 9","H8, H12","Corrosives
Ecotoxic",4092.15,"BE, FR",DE,,R4
GB,Y31,"A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,9,"H11, H12, H13","Toxic(delayed or chronic)
Ecotoxic
Capable, by any means, after disposal, of yielding an material, eg leachate, which possesses any characteristics listed above",184.04,NL,DE,,R4
GB,Y31,"A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,9,H12,Ecotoxic,5536.11,,PL,,R4
GB,Y31,"A1160 Waste lead-acid batteries, whole or crushed",,8,H8,Corrosives,10203.25,,BE,,R4
GB,Y31,"A1160 Waste lead-acid batteries, whole or crushed",,8,H8,Corrosives,583.6,,FR,,R4
GB,Y31,"A1160 Waste lead-acid batteries, whole or crushed",,8,H8,Corrosives,35.76,BE,DE,,R4
GB,Y31,"A1160 Waste lead-acid batteries, whole or crushed",,8,H8,Corrosives,100.28,DE,EE,,R4
GB,Y31,"A1160 Waste lead-acid batteries, whole or crushed",,8,H8,Corrosives,3210.02,FR,ES,,R4
GB,Y31,"A1160 Waste lead-acid batteries, whole or crushed",,8,H8,Corrosives,151.18,FR,ES,,"R4, R5, R6"
GB,Y31,"A1160 Waste lead-acid batteries, whole or crushed",,8,H8,Corrosives,1039.29,FR,ES,,"R4, R6"
GB,Y31,A2010 Glass waste from cathode-ray tubes and other activated glasses Note that mirror entry on list B (B1160) does not specify exceptions. (3) PCBs at a concentration level of 50mg/kg or more.,,9,H12,Ecotoxic,7.18,,NL,,R4
GB,Y31,A2010 Glass waste from cathode-ray tubes and other activated glasses Note that mirror entry on list B (B1160) does not specify exceptions. (3) PCBs at a concentration level of 50mg/kg or more.,,9,H12,Ecotoxic,958.64,,NL,,"R5, R13"
GB,Y31,A4100 Wastes from industrial pollution control devices for cleaning of industrial off-gases but excluding such wastes specified on list B,,6.1,H6.1,Poisonous(acute),21.58,BE,DE,,R4
GB,Y31,A4100 Wastes from industrial pollution control devices for cleaning of industrial off-gases but excluding such wastes specified on list B,,6.1,H6.1,Poisonous(acute),7.14,"FR, BE",DE,,R4
GB,Y31,"Tin, Tin/Lead, Lead/Tin containing Scrap, Dross, Ash and Fines",,6.1,H6.1,Poisonous(acute),106.28,"DE, BE",PL,,R4
GB,Y31,"Tin, Tin/Lead, Lead/Tin containing Scrap, Dross, Ash, Fines and Slag",,6.1,H6.1,Poisonous(acute),233.91,"DE, BE",PL,,R4
GB,"Y31, Y34","A1160 Waste lead-acid batteries, whole or crushed",,8,H8,Corrosives,7146.79,,BE,,R4
GB,"Y31, Y34","A1160 Waste lead-acid batteries, whole or crushed",,8,H8,Corrosives,4430.14,,FR,,"R4, R5, R6"
GB,"Y31, Y34","A1160 Waste lead-acid batteries, whole or crushed",,8,H8,Corrosives,452.85,,SE,,R4
GB,"Y31, Y34","A1160 Waste lead-acid batteries, whole or crushed",,8,H8,Corrosives,1712.58,FR,BE,,R4
GB,"Y31, Y34","A1160 Waste lead-acid batteries, whole or crushed",,8,H8,Corrosives,4712.82,FR,ES,,R4
GB,"Y31, Y34","A1160 Waste lead-acid batteries, whole or crushed",,8,H8,Corrosives,454.98,FR,ES,,"R4, R5, R6"
GB,"Y32, Y33","Wastes that contain, consist of or are contaminated with any of the following:  Inorganic cyanides, excepting precious-metal-bearing residues in solid form containing traces of inorganic cyanides.  Organic cyanides",,4.3,"H4.3, H6.1","Substances or wastes which, in contact with water, emit inflammable gases
Poisonous(acute)",290.94,,ES,,"R4, R5"
GB,Y34,"A4090 Waste acidic or basic solutions, other than those specified in the corresponding entry on list B (note the related entry on list B, B2120)",,"3, 6.1, 8","H3, H6.1, H8","Inflammable liquids
Poisonous(acute)
Corrosives",2824.24,FR,BE,,R6
GB,Y34,"A4090 Waste acidic or basic solutions, other than those specified in the corresponding entry on list B (note the related entry on list B, B2120)",,"3, 6.1, 8","H3, H6.1, H8","Inflammable liquids
Poisonous(acute)
Corrosives",5247.68,"NL, FR, BE",DE,,R5
GB,Y34,"A4090 Waste acidic or basic solutions, other than those specified in the corresponding entry on list B (note the related entry on list B, B2120)",,8,H8,Corrosives,255.38,,BE,,R4
GB,Y34,"A4090 Waste acidic or basic solutions, other than those specified in the corresponding entry on list B (note the related entry on list B, B2120)",,8,H8,Corrosives,24.09,,NL,,R5
GB,Y34,"A4090 Waste acidic or basic solutions, other than those specified in the corresponding entry on list B (note the related entry on list B, B2120)",,8,H8,Corrosives,207.14,,NL,,R6
GB,Y34,Chlorosilane Waste,,"3, 4.3, 8, 9","H3, H4.3, H8, H11, H12","Inflammable liquids
Substances or wastes which, in contact with water, emit inflammable gases
Corrosives
Toxic(delayed or chronic)
Ecotoxic",180.7,NL,DE,,R1
GB,Y35,A2030 Waste catalysts but excluding such wastes specified on list B,,4.2,H4.2,Substances or wastes liable to spontaneous combustion,520.85,,BE,,R8
GB,Y35,A2030 Waste catalysts but excluding such wastes specified on list B,,4.2,H4.2,Substances or wastes liable to spontaneous combustion,6.5,DE,AT,,R4
GB,"Y36, Y42",A4130 Waste packages and containers containing Annex I substances in concentrations sufficient to exhibit Annex III hazard characteristics,,"2, 11","H2, H11",Toxic(delayed or chronic),72.54,,DE,,"R2, R4"
GB,Y41,A3160 Waste halogenated or unhalogenated non-aqueous distillation residues arising from organic solvent recovery operations,,6.1,H6.1,Poisonous(acute),612.02,,BE,,R2
GB,"Y41, Y42",A3140 Waste non-halogenated organic solvents but excluding such wastes specified on list B,,"4.1, 6.1","H4.1, H6.1","Inflammable solids
Poisonous(acute)",67.12,,DE,,R1
GB,Y42,A3140 Waste non-halogenated organic solvents but excluding such wastes specified on list B,,3,H3,Inflammable liquids,3056.86,BE,FR,,R2
GB,Y46,Monitors,,NA,NA,Not applicable,227.84,,FR,,"R4, R5"
GB,Y46,"O.I.N.P, Magazines, Cardboard, Packaging & Paper, Tins & Plastic",,NA,NA,Not applicable,2009.38,,NL,,R3
GB,Y46,Refuse Derived Fuel (RDF),,NA,NA,Not applicable,28.3,,NL,,R1
GB,Y46,Refuse Derived Fuel (RDF),,NA,NA,Not applicable,12265.0,,DK,,R1
GB,Y46,Refuse Derived Fuel (RDF),,NA,NA,Not applicable,63443.63,,NL,,R1
GB,Y46,Refuse Derived Fuel (RDF),,NA,NA,Not applicable,8148.73,,SE,,R1
GB,Y46,Refuse Derived Fuel (RDF),,NA,NA,Not applicable,1666.0,DE,EE,,R1
GB,Y46,Refuse Derived Fuel (RDF),,NA,NA,Not applicable,10243.39,DE,LV,,R1
GB,Y46,Refuse Derived Fuel (RDF),,NA,NA,Not applicable,17666.14,,EE,,R1
GB,Y46,Refuse Derived Fuel (RDF),,NA,NA,Not applicable,64429.97,,NL,,R1
GB,Y47,A4100 Wastes from industrial pollution control devices for cleaning of industrial off-gases but excluding such wastes specified on list B,,6.1,H6.1,Poisonous(acute),13.38,"BE, FR",DE,,R3
GB,Y6,"A4070 Wastes from the production, formulation and use of inks, dyes, pigments, paints, lacquers, varnish excluding any such waste specified on list B (note the related entry on list B, B4010)",,"3, 4.1, 6.1","H3, H4.1, H6.1","Inflammable liquids
Inflammable solids
Poisonous(acute)",85.67,,DE,,R3
