"Country of 
Export",Ycode,"Waste 
streams",Annex VIII,"UN
class",H                                    Code,Characteristics,"Amount 
exported
(in metric tons)","Country
of  Transit","Country of 
destination","D
code","R
code"
IE,Y46,"20 01 01, 20 01 39, 20 01 40",,,,,14.44,,GB,,"R3, R4, R5"
IE,Y46,"20 01 01, 20 01 39, 20 01 40",,,,,15.9,,GB,,"R3, R4, R5"
IE,Y46,"20 01 01, 20 01 39, 20 01 40",,,,,15.56,,GB,,"R3, R4, R5"
IE,Y46,"20 01 01, 20 01 39, 20 01 40",,,,,15.64,,GB,,"R3, R4, R5"
IE,Y46,"20 01 01, 20 01 39, 20 01 40",,,,,17.12,,GB,,"R3, R4, R5"
IE,Y46,"20 01 01, 20 01 39, 20 01 40",,,,,14.34,,GB,,"R3, R4, R5"
IE,Y46,"20 01 01, 20 01 39, 20 01 40",,,,,16.04,,GB,,"R3, R4, R5"
IE,Y46,"20 01 01, 20 01 39, 20 01 40",,,,,15.5,,GB,,"R3, R4, R5"
IE,Y46,"20 01 01, 20 01 39, 20 01 40",,,,,16.62,,GB,,"R3, R4, R5"
IE,Y46,"20 01 01, 20 01 39, 20 01 40",,,,,17.0,,GB,,"R3, R4, R5"
IE,Y46,"20 01 01, 20 01 39, 20 01 40",,,,,13.2,,GB,,"R3, R4, R5"
IE,Y46,"20 01 01, 20 01 39, 20 01 40",,,,,15.62,,GB,,"R3, R4, R5"
IE,Y46,"20 01 01, 20 01 39, 20 01 40",,,,,15.52,,GB,,"R3, R4, R5"
IE,Y46,"20 01 01, 20 01 39, 20 01 40",,,,,16.38,,GB,,"R3, R4, R5"
IE,Y46,"20 01 01, 20 01 39, 20 01 40",,,,,15.68,,GB,,"R3, R4, R5"
IE,Y46,"20 01 01, 20 01 39, 20 01 40",,,,,13.88,,GB,,"R3, R4, R5"
IE,Y46,"20 01 01, 20 01 39, 20 01 40",,,,,16.12,,GB,,"R3, R4, R5"
IE,Y46,"20 01 01, 20 01 39, 20 01 40",,,,,15.54,,GB,,"R3, R4, R5"
IE,Y46,"20 01 01, 20 01 39, 20 01 40",,,,,15.74,,GB,,"R3, R4, R5"
IE,Y46,"20 01 01, 20 01 39, 20 01 40",,,,,6.76,,GB,,"R3, R4, R5"
IE,Y46,"20 01 01, 20 01 39, 20 01 40",,,,,7.92,,GB,,"R3, R4, R5"
IE,Y46,"20 01 01, 20 01 39, 20 01 40",,,,,9.12,,GB,,"R3, R4, R5"
IE,Y46,"20 01 01, 20 01 39, 20 01 40",,,,,9.32,,GB,,"R3, R4, R5"
IE,Y46,"20 01 01, 20 01 39, 20 01 40",,,,,8.68,,GB,,"R3, R4, R5"
IE,Y46,"20 01 01, 20 01 39, 20 01 40",,,,,7.78,,GB,,"R3, R4, R5"
IE,Y46,"20 01 01, 20 01 39, 20 01 40",,,,,10.06,,GB,,"R3, R4, R5"
IE,Y46,"20 01 01, 20 01 39, 20 01 40",,,,,9.32,,GB,,"R3, R4, R5"
IE,Y46,"20 01 01, 20 01 39, 20 01 40",,,,,9.48,,GB,,"R3, R4, R5"
IE,Y46,"20 01 01, 20 01 39, 20 01 40",,,,,8.52,,GB,,"R3, R4, R5"
IE,Y46,"20 01 01, 20 01 39, 20 01 40",,,,,4.58,,GB,,"R3, R4, R5"
IE,Y46,"20 01 01, 20 01 39, 20 01 40",,,,,8.96,,GB,,"R3, R4, R5"
IE,Y46,"20 01 01, 20 01 39, 20 01 40",,,,,8.36,,GB,,"R3, R4, R5"
IE,Y46,"20 01 01, 20 01 39, 20 01 40",,,,,12.3,,GB,,"R3, R4, R5"
IE,Y46,"20 01 01, 20 01 39, 20 01 40",,,,,10.5,,GB,,"R3, R4, R5"
IE,Y46,"20 01 01, 20 01 39, 20 01 40",,,,,10.3,,GB,,"R3, R4, R5"
IE,Y46,"20 01 01, 20 01 39, 20 01 40",,,,,10.8,,GB,,"R3, R4, R5"
IE,Y46,"20 01 01, 20 01 39, 20 01 40",,,,,10.6,,GB,,"R3, R4, R5"
IE,Y42,07 05 04*,A3140,,,,21.26,,GB,,R2
IE,Y42,07 05 04*,A3140,,,,23.4,,GB,,R2
IE,Y42,07 05 04*,A3140,,,,23.62,,GB,,R2
IE,Y42,07 05 04*,A3140,,,,22.26,,GB,,R2
IE,Y42,07 05 04*,A3140,,,,25.28,,GB,,R2
IE,Y42,07 05 04*,A3140,,,,23.44,,GB,,R2
IE,Y42,07 05 04*,A3140,,,,22.48,,GB,,R2
IE,Y42,07 05 04*,A3140,,,,25.0,,GB,,R2
IE,Y42,07 05 04*,A3140,,,,22.22,,GB,,R2
IE,Y42,07 05 04*,A3140,,,,23.84,,GB,,R2
IE,Y42,07 05 04*,A3140,,,,23.16,,GB,,R2
IE,Y42,07 05 04*,A3140,,,,25.04,,GB,,R2
IE,Y42,07 05 04*,A3140,,,,24.96,,GB,,"R2, R3"
IE,Y42,07 05 04*,A3140,,,,22.9,,GB,,"R2, R3"
IE,Y42,07 05 04*,A3140,,,,23.68,,GB,,"R2, R3"
IE,Y42,07 05 04*,A3140,,,,22.8,,GB,,"R2, R3"
IE,Y42,07 05 04*,A3140,,,,23.72,,GB,,"R2, R3"
IE,Y42,07 05 04*,A3140,,,,22.54,,GB,,"R2, R3"
IE,Y42,07 05 04*,A3140,,,,23.82,,GB,,"R2, R3"
IE,Y42,07 05 04*,A3140,,,,23.62,,GB,,"R2, R3"
IE,Y42,07 05 04*,A3140,,,,23.26,,GB,,"R2, R3"
IE,Y2,16 05 05,A4010,,,,4.93,,DE,D10,
IE,Y42,07 05 04*,A3140,,,,19.26,,DE,,R2
IE,Y42,07 05 04*,A3140,,,,17.44,,DE,,R2
IE,Y42,07 05 04*,A3140,,,,16.9,,DE,,R2
IE,Y42,07 05 04*,A3140,,,,18.78,,DE,,R2
IE,Y42,07 05 04*,A3140,,,,17.22,,DE,,R2
IE,Y42,07 05 04*,A3140,,,,18.86,,DE,,R2
IE,Y18,16 06 01*,A1160,,,,23.496,,BE,,R4
IE,Y18,16 06 01*,A1160,,,,13.48,,BE,,R4
IE,Y18,16 06 01*,A1160,,,,23.272,,BE,,R4
IE,Y18,16 06 01*,A1160,,,,23.531,,BE,,R4
IE,Y18,16 06 01*,A1160,,,,17.31,,BE,,R4
IE,Y18,16 06 01*,A1160,,,,24.0,,BE,,R4
IE,Y18,16 06 01*,A1160,,,,20.291,,BE,,R4
IE,Y18,16 06 01*,A1160,,,,22.91,,BE,,R4
IE,Y18,16 06 01*,A1160,,,,23.022,,BE,,R4
IE,Y18,16 06 01*,A1160,,,,22.028,,BE,,R4
IE,Y18,16 06 01*,A1160,,,,22.679,,BE,,R4
IE,Y18,16 06 01*,A1160,,,,22.455,,BE,,R4
IE,Y18,16 06 01*,A1160,,,,22.37,,BE,,R4
IE,Y18,16 06 01*,A1160,,,,22.296,,BE,,R4
IE,Y18,16 06 01*,A1160,,,,20.882,,BE,,R4
IE,Y18,16 06 01*,A1160,,,,22.748,,BE,,R4
IE,Y18,16 06 01*,A1160,,,,23.129,,BE,,R4
IE,Y18,16 06 01*,A1160,,,,17.735,,BE,,R4
IE,Y18,16 06 01*,A1160,,,,22.762,,BE,,R4
IE,Y18,16 06 01*,A1160,,,,22.538,,BE,,R4
IE,Y18,16 06 01*,A1160,,,,23.328,,BE,,R4
IE,Y18,16 06 01*,A1160,,,,14.151,,BE,,R4
IE,Y18,16 06 01*,A1160,,,,23.59,,BE,,R4
IE,Y18,16 06 01*,A1160,,,,22.317,,BE,,R4
IE,Y18,16 06 01*,A1160,,,,23.73,,BE,,R4
IE,Y18,16 06 01*,A1160,,,,2.758,,BE,,R4
IE,Y18,16 06 01*,A1160,,,,23.915,,BE,,R4
IE,Y18,16 06 01*,A1160,,,,23.915,,BE,,R4
IE,Y18,16 06 01*,A1160,,,,24.22,,BE,,R4
IE,"Y12, Y13","08 01 11*, 08 01 12, 08 01 17*, 08 01 18, 08 01 21*, 08 04 09*, 15 01 10*",A4070,,,,19.84,,DE,,"R3, R4"
IE,"Y12, Y13","08 01 11*, 08 01 12, 08 01 17*, 08 01 18, 08 01 21*, 08 04 09*, 15 01 10*",A4070,,,,21.52,,DE,,"R3, R4"
IE,"Y12, Y13","08 01 11*, 08 01 12, 08 01 17*, 08 01 18, 08 01 21*, 08 04 09*, 15 01 10*",A4070,,,,22.14,,DE,,"R3, R4"
IE,"Y12, Y13","08 01 11*, 08 01 12, 08 01 17*, 08 01 18, 08 01 21*, 08 04 09*, 15 01 10*",A4070,,,,17.98,,DE,,"R3, R4"
IE,"Y12, Y13","08 01 11*, 08 01 12, 08 01 17*, 08 01 18, 08 01 21*, 08 04 09*, 15 01 10*",A4070,,,,21.2,,DE,,"R3, R4"
IE,"Y12, Y13","08 01 11*, 08 01 12, 08 01 17*, 08 01 18, 08 01 21*, 08 04 09*, 15 01 10*",A4070,,,,20.24,,DE,,"R3, R4"
IE,"Y12, Y13","08 01 11*, 08 01 12, 08 01 17*, 08 01 18, 08 01 21*, 08 04 09*, 15 01 10*",A4070,,,,16.28,,DE,,"R3, R4"
IE,"Y12, Y13","08 01 11*, 08 01 12, 08 01 17*, 08 01 18, 08 01 21*, 08 04 09*, 15 01 10*",A4070,,,,17.4,,DE,,"R3, R4"
IE,Y46,20 03 01,,,,,1392.75,,EE,,R1
IE,Y46,20 03 01,,,,,1392.75,,EE,,R1
IE,Y46,20 03 01,,,,,1436.36,,EE,,R1
IE,Y46,20 03 01,,,,,906.64,,EE,,R1
IE,Y46,20 03 01,,,,,1470.0,,EE,,R1
IE,Y46,20 03 01,,,,,1475.0,,EE,,R1
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.64,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.2,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,8.36,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.56,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.14,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.1,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.92,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.54,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.4,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.1,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.64,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.54,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.8,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.62,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.64,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.74,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,6.5,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.34,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,8.12,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.32,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.56,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,6.86,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.2,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,8.56,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.98,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,8.26,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.6,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.34,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.3,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.34,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.9,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.42,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.34,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.66,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.66,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.16,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.58,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.86,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.52,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.26,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.22,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.3,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.82,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.7,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.58,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.44,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.08,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.72,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.32,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.52,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.74,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.52,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.6,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.18,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.52,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.76,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.84,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.68,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.24,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,6.96,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.28,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.4,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.44,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,6.54,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.4,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,6.78,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.54,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.64,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.1,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.98,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.22,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.4,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.52,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.74,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,8.16,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.5,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.06,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,8.06,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,6.84,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.08,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,6.82,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.4,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.24,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.78,,GB,,"R3, R4"
IE,Y45,"16 02 11*, 20 01 23*",,,,,7.18,,GB,,"R3, R4"
IE,Y31,"16 02 13*, 16 02 14",,,,,6.8,,GB,,"R4, R5"
IE,Y31,"16 02 13*, 16 02 14",,,,,5.5,,GB,,"R4, R5"
IE,Y31,"16 02 13*, 16 02 14",,,,,5.7,,GB,,"R4, R5"
IE,Y31,"16 02 13*, 16 02 14",,,,,6.14,,GB,,"R4, R5"
IE,Y31,"16 02 13*, 16 02 14",,,,,6.2,,GB,,"R4, R5"
IE,Y31,"16 02 13*, 16 02 14",,,,,5.84,,GB,,"R4, R5"
IE,Y31,"16 02 13*, 16 02 14",,,,,5.7,,GB,,"R4, R5"
IE,Y31,"16 02 13*, 16 02 14",,,,,5.0,,GB,,"R4, R5"
IE,Y31,"16 02 13*, 16 02 14",,,,,4.5,,GB,,"R4, R5"
IE,Y31,"16 02 13*, 16 02 14",,,,,5.0,,GB,,"R4, R5"
IE,Y31,"16 02 13*, 16 02 14",,,,,4.0,,GB,,"R4, R5"
IE,Y31,"16 02 13*, 16 02 14",,,,,5.0,,GB,,"R4, R5"
IE,Y31,"16 02 13*, 16 02 14",,,,,6.0,,GB,,"R4, R5"
IE,Y31,"16 02 13*, 16 02 14",,,,,6.0,,GB,,"R4, R5"
IE,Y31,"16 02 13*, 16 02 14",,,,,5.5,,GB,,"R4, R5"
IE,Y31,"16 02 13*, 16 02 14",,,,,5.0,,GB,,"R4, R5"
IE,Y31,"16 02 13*, 16 02 14",,,,,5.0,,GB,,"R4, R5"
IE,Y31,"16 02 13*, 16 02 14",,,,,4.0,,GB,,"R4, R5"
IE,Y31,"16 02 13*, 16 02 14",,,,,4.5,,GB,,"R4, R5"
IE,Y31,"16 02 13*, 16 02 14",,,,,4.0,,GB,,"R4, R5"
IE,Y31,"16 02 13*, 16 02 14",,,,,5.0,,GB,,"R4, R5"
IE,Y31,"16 02 13*, 16 02 14",,,,,4.59,,GB,,"R4, R5"
IE,Y31,"16 02 13*, 16 02 14",,,,,5.5,,GB,,"R4, R5"
IE,Y31,"16 02 13*, 16 02 14",,,,,6.0,,GB,,"R4, R5"
IE,Y31,"16 02 13*, 16 02 14",,,,,6.0,,GB,,"R4, R5"
IE,Y31,"16 02 13*, 16 02 14",,,,,5.0,,GB,,"R4, R5"
IE,Y31,"16 02 13*, 16 02 14",,,,,5.5,,GB,,"R4, R5"
IE,Y31,"16 02 13*, 16 02 14",,,,,5.5,,GB,,"R4, R5"
IE,Y31,"16 02 13*, 16 02 14",,,,,6.0,,GB,,"R4, R5"
IE,Y31,"16 02 13*, 16 02 14",,,,,6.0,,GB,,"R4, R5"
IE,Y31,"16 02 13*, 16 02 14",,,,,3.5,,GB,,"R4, R5"
IE,Y31,"16 02 13*, 16 02 14",,,,,4.55,,GB,,"R4, R5"
IE,Y31,"16 02 13*, 16 02 14",,,,,2.0,,GB,,"R4, R5"
IE,"Y18, Y34","06 01 01*, 06 01 02*, 06 01 03*, 06 01 04*, 06 01 05*, 06 01 06*, 11 01 06*",A4090,,,,0.24,,GB,D10,
IE,Y2,"15 01 10*, 15 02 02*",A4010,,,,7.4,,GB,D10,
IE,Y2,"15 01 10*, 15 02 02*",A4010,,,,4.52,,GB,D10,
IE,Y2,"15 01 10*, 15 02 02*",A4010,,,,3.35,,GB,D10,
IE,Y2,"15 01 10*, 15 02 02*",A4010,,,,3.96,,GB,D10,
IE,Y2,"15 01 10*, 15 02 02*",A4010,,,,2.48,,GB,D10,
IE,Y2,"15 01 10*, 15 02 02*",A4010,,,,3.74,,GB,D10,
IE,"Y18, Y2, Y41",07 05 03*,A3150,,,,26.66,,GB,,R2
IE,"Y18, Y2, Y41",07 05 03*,A3150,,,,26.52,,GB,,R2
IE,"Y18, Y2, Y41",07 05 03*,A3150,,,,26.24,,GB,,R2
IE,"Y18, Y2, Y41",07 05 03*,A3150,,,,26.14,,GB,,R2
IE,"Y18, Y2, Y41",07 05 03*,A3150,,,,25.4,,GB,,R2
IE,"Y18, Y2, Y41",07 05 03*,A3150,,,,26.48,,GB,,R2
IE,"Y18, Y2, Y41",07 05 03*,A3150,,,,26.46,,GB,,R2
IE,"Y18, Y2, Y41",07 05 03*,A3150,,,,26.4,,GB,,R2
IE,"Y18, Y2, Y41",07 05 03*,A3150,,,,26.34,,GB,,R2
IE,"Y2, Y6",15 01 10*,A4130,,,,0.805,,DE,D10,
IE,"Y2, Y6",15 01 10*,A4130,,,,1.323,,DE,D10,
IE,"Y2, Y6",15 01 10*,A4130,,,,3.347,,DE,D10,
IE,"Y2, Y6",15 01 10*,A4130,,,,2.241,,DE,D10,
IE,"Y2, Y6",15 01 10*,A4130,,,,2.756,,DE,D10,
IE,"Y2, Y6",15 01 10*,A4130,,,,6.831,,DE,D10,
IE,"Y2, Y6",15 01 10*,A4130,,,,1.462,,DE,D10,
IE,"Y2, Y6",15 01 10*,A4130,,,,1.642,,DE,D10,
IE,"Y2, Y6",15 01 10*,A4130,,,,2.679,,DE,D10,
IE,"Y2, Y6",15 01 10*,A4130,,,,1.71,,DE,D10,
IE,"Y2, Y6",15 01 10*,A4130,,,,1.213,,DE,D10,
IE,"Y2, Y6",15 01 10*,A4130,,,,2.586,,DE,D10,
IE,"Y2, Y6",15 01 10*,A4130,,,,1.549,,DE,D10,
IE,"Y2, Y6",15 01 10*,A4130,,,,1.42,,DE,D10,
IE,"Y2, Y6",15 01 10*,A4130,,,,3.428,,DE,D10,
IE,"Y2, Y6",15 01 10*,A4130,,,,3.908,,DE,D10,
IE,"Y2, Y6",15 01 10*,A4130,,,,1.908,,DE,D10,
IE,"Y2, Y6",15 01 10*,A4130,,,,0.789,,DE,D10,
IE,"Y2, Y6",15 01 10*,A4130,,,,19.28,,DE,D10,
IE,"Y2, Y6",15 01 10*,A4130,,,,3.844,,DE,D10,
IE,"Y2, Y6",15 01 10*,A4130,,,,2.626,,DE,D10,
IE,"Y2, Y6",15 01 10*,A4130,,,,5.658,,DE,D10,
IE,"Y2, Y6",15 01 10*,A4130,,,,2.269,,DE,D10,
IE,"Y2, Y6",15 01 10*,A4130,,,,2.745,,DE,D10,
IE,"Y2, Y6",15 01 10*,A4130,,,,4.091,,DE,D10,
IE,"Y2, Y6",15 01 10*,A4130,,,,0.377,,DE,D10,
IE,"Y2, Y6",15 01 10*,A4130,,,,0.631,,DE,D10,
IE,"Y2, Y6",15 01 10*,A4130,,,,1.821,,DE,D10,
IE,"Y2, Y6",15 01 10*,A4130,,,,0.639,,DE,D10,
IE,"Y2, Y6",15 01 10*,A4130,,,,1.795,,DE,D10,
IE,"Y2, Y6",15 01 10*,A4130,,,,1.839,,DE,D10,
IE,"Y2, Y6",15 01 10*,A4130,,,,0.896,,DE,D10,
IE,"Y2, Y6",15 01 10*,A4130,,,,1.023,,DE,D10,
IE,"Y2, Y6",15 01 10*,A4130,,,,4.159,,DE,D10,
IE,"Y2, Y6",15 01 10*,A4130,,,,0.724,,DE,D10,
IE,"Y2, Y6",15 01 10*,A4130,,,,1.572,,DE,D10,
IE,"Y18, Y34",20 01 14*,A4090,,,,3.745,,DE,D10,
IE,"Y18, Y34",20 01 14*,A4090,,,,1.099,,DE,D10,
IE,"Y18, Y34",20 01 14*,A4090,,,,8.974,,DE,D10,
IE,"Y18, Y34",20 01 14*,A4090,,,,13.466,,DE,D10,
IE,"Y18, Y34",20 01 14*,A4090,,,,3.612,,DE,D10,
IE,"Y18, Y34",20 01 14*,A4090,,,,0.111,,DE,D10,
IE,"Y18, Y34",20 01 14*,A4090,,,,2.476,,DE,D10,
IE,"Y18, Y34",20 01 14*,A4090,,,,5.583,,DE,D10,
IE,"Y42, Y6",07 01 04*,A3140,,,,0.376,,DE,D10,
IE,"Y42, Y6",07 01 04*,A3140,,,,3.433,,DE,D10,
IE,"Y42, Y6",07 01 04*,A3140,,,,0.709,,DE,D10,
IE,"Y42, Y6",07 01 04*,A3140,,,,0.417,,DE,D10,
IE,"Y42, Y6",07 01 04*,A3140,,,,3.484,,DE,D10,
IE,"Y42, Y6",07 01 04*,A3140,,,,9.564,,DE,D10,
IE,"Y42, Y6",07 01 04*,A3140,,,,0.108,,DE,D10,
IE,"Y2, Y6",15 02 02*,A4130,,,,1.425,,DE,D10,
IE,"Y2, Y6",15 02 02*,A4130,,,,0.821,,DE,D10,
IE,"Y2, Y6",15 02 02*,A4130,,,,0.86,,DE,D10,
IE,"Y2, Y6",15 02 02*,A4130,,,,1.028,,DE,D10,
IE,"Y2, Y6",15 02 02*,A4130,,,,2.969,,DE,D10,
IE,"Y2, Y6",15 02 02*,A4130,,,,1.332,,DE,D10,
IE,"Y2, Y6",15 02 02*,A4130,,,,2.741,,DE,D10,
IE,"Y2, Y6",15 02 02*,A4130,,,,1.824,,DE,D10,
IE,"Y2, Y6",15 02 02*,A4130,,,,1.274,,DE,D10,
IE,"Y2, Y6",15 02 02*,A4130,,,,1.109,,DE,D10,
IE,"Y2, Y6",15 02 02*,A4130,,,,0.667,,DE,D10,
IE,"Y2, Y6",15 02 02*,A4130,,,,3.183,,DE,D10,
IE,"Y2, Y6",15 02 02*,A4130,,,,4.235,,DE,D10,
IE,"Y2, Y6",15 02 02*,A4130,,,,5.94,,DE,D10,
IE,"Y2, Y6",15 02 02*,A4130,,,,1.303,,DE,D10,
IE,"Y2, Y6",15 02 02*,A4130,,,,1.455,,DE,D10,
IE,"Y2, Y6",15 02 02*,A4130,,,,8.08,,DE,D10,
IE,"Y2, Y6",15 02 02*,A4130,,,,3.085,,DE,D10,
IE,"Y2, Y6",15 02 02*,A4130,,,,2.095,,DE,D10,
IE,"Y2, Y6",15 02 02*,A4130,,,,8.436,,DE,D10,
IE,"Y2, Y6",15 02 02*,A4130,,,,1.535,,DE,D10,
IE,"Y2, Y6",15 02 02*,A4130,,,,0.589,,DE,D10,
IE,"Y2, Y6",15 02 02*,A4130,,,,3.356,,DE,D10,
IE,"Y2, Y6",15 02 02*,A4130,,,,4.505,,DE,D10,
IE,"Y2, Y6",15 02 02*,A4130,,,,3.037,,DE,D10,
IE,"Y2, Y6",15 02 02*,A4130,,,,4.59,,DE,D10,
IE,"Y2, Y6",15 02 02*,A4130,,,,3.834,,DE,D10,
IE,"Y2, Y6",15 02 02*,A4130,,,,1.295,,DE,D10,
IE,"Y2, Y6",15 02 02*,A4130,,,,8.527,,DE,D10,
IE,"Y2, Y6",15 02 02*,A4130,,,,13.372,,DE,D10,
IE,"Y2, Y6",15 02 02*,A4130,,,,2.931,,DE,D10,
IE,"Y2, Y6",15 02 02*,A4130,,,,3.43,,DE,D10,
IE,"Y2, Y6",15 02 02*,A4130,,,,0.146,,DE,D10,
IE,"Y2, Y6",15 02 02*,A4130,,,,2.519,,DE,D10,
IE,"Y2, Y6",15 02 02*,A4130,,,,7.457,,DE,D10,
