"Country of 
Export",Ycode,"Waste 
streams",Annex VIII,"UN
class",H                                    Code,Characteristics,"Amount 
exported
(in metric tons)","Country
of  Transit","Country of 
destination","D
code","R
code",Column 13,Column 14,Column 15
DE,Y18,Industrial sewage sludge,190813*,,H11,,2.768,,NL,,R4,,,
DE,Y18,Spent filter clays,191101*,,H12,,263.05,,FR,,R5,,,
DE,Y18,Residues from mechanical treatment of waste,191211*,,H11,,123.46000000000001,,BE,,R1,,,
DE,Y18,Residues from mechanical treatment of waste,191211*,,H11,,415.52,,BE,,R12,,,
DE,Y18,Residues from mechanical treatment of waste,191211*,,H11,,708.59,,BE,,"R3, R5",,,
DE,Y18,Residues from mechanical treatment of waste,191211*,,H11,,371.33,,BE,,R5,,,
DE,Y18,Residues from mechanical treatment of waste,191211*,,H11,,143.06,,FR,,R4,,,
DE,Y18,Residues from mechanical treatment of waste,191211*,,H11,,1433.0,,US,,R4,,,
DE,Y18,Residues from mechanical treatment of waste,191211*,,H11,,202.89,NL,BE,,R4,,,
DE,Y18,Residues from mechanical treatment of waste,191211*,,H12,,68.72,,FR,,"R3, R4",,,
DE,Y18,Residues from soil remediation,191301*,,H6.1,,4248.6,,NL,,R5,,,
DE,Y18,Residues from soil remediation,191301*,,H6.1,,4499.583,,NL,D10,,,,
DE,Y18,,A2030,,H12,,1279.0,,GB,,R8,,,
DE,Y18,,A3120,,H12,,2320.328,,BE,,R12,,,
DE,Y18,,A3120,,H12,,15.99,,CA,,R4,,,
DE,Y18,,A4060,,H12,,1318.533,,NL,,R5,,,
DE,Y18,,A4100,,H11,,69.739,,CH,,R4,,,
DE,Y18,,A4130,,H4.1,,334.87800000000004,BE,FR,,R3,,,
DE,Y18,,A4130,,H4.1,,1552.88800000001,NL,BE,,R4,,,
DE,Y18,,A4160,,H12,,1121.343,,BE,,R7,,,
DE,Y18,,A4160,,H12,,2246.615,,BE,,R7,,,
DE,Y18,,A4160,,H12,,1066.1799999999998,,NL,,R7,,,
DE,Y22,,100815*,,H11,,31.85,,NL,,R4,,,
DE,Y22,,A1020,,H12,,2097.0,NL,BE,,R4,,,
DE,Y22,,A1020,,H12,,49.735,,NL,,R4,,,
DE,Y22,,A1020,,H12,,513.2,,BE,,R4,,,
DE,Y22,,A1100,,H11,,21.18,,BE,,R4,,,
DE,Y22,,A2030,,H12,,198.907,,NL,,R12,,,
DE,Y22,,A2030,,H12,,277.96,NL,BE,,R4,,,
DE,Y22,,A4100,,H11,,10.8,,NL,,R12,,,
DE,Y23,,A1080,,H12,,182.144,,NL,,R4,,,
DE,Y23,,A2030,,H12,,22.4,,NL,D1,,,,
DE,Y23,,A4100,,H11,,139.3,"FR, LU, BE",BG,,R4,,,
DE,Y23,,A4100,,H11,,12862.4,"NL, BE",FR,,R4,,,
DE,Y23,,A4100,,H11,,1248.9,BE,FR,,R4,,,
DE,Y23,,A4100,,H11,,227.124,,SE,,R4,,,
DE,Y23,,A4100,,H11,,13305.190000000002,,PL,,R4,,,
DE,Y23,,A4100,,H11,,599.15,"AT, HU, RO",BG,,R4,,,
DE,Y25,,A1020,,H6.1,,19.322,,BE,,R4,,,
DE,Y26,,A1010,,H12,,16.65,LU,FR,,R4,,,
DE,Y26,,A1170,,H6.1,,277.38,,FR,,R4,,,
DE,Y26,,A1170,,H6.1,,206.92399999999998,LU,FR,,R4,,,
DE,Y29,,A1030,,H6.1,,112.11,,CH,,R4,,,
DE,Y29,,A4160,,H6.1,,1.52,,BE,,R7,,,
DE,Y31,,A1010,,H5.1,,14.197,,BE,,R4,,,
DE,Y31,,A1010,,H11,,26.3,,NL,,R12,,,
DE,Y31,,A1010,,H11,,50.89,,NL,D1,,,,
DE,Y31,,A1010,,H11,,25.46,,SE,,R4,,,
DE,Y31,,A1010,,H6.1,,316.96,,SE,,R4,,,
DE,Y31,,A1020,,H6.1,,1.088,,BE,,R4,,,
DE,Y31,,A1020,,H12,,0.834,,BE,,R4,,,
DE,Y31,,A1020,,H6.1,,6127.29,,BE,,R4,,,
DE,Y31,,A1020,,H6.1,,35.92,,BE,,R4,,,
DE,Y31,,A1020,,H6.1,,333.3,,AT,,R4,,,
DE,Y31,,A1020,,H6.1,,53.738,,NL,,R4,,,
DE,Y31,,A1020,,H6.1,,9228.86,NL,BE,,R4,,,
DE,Y31,,A1020,,H6.1,,3904.04,NL,BE,,R4,,,
DE,Y31,,A1020,,H6.1,,3690.393,,BE,,R4,,,
DE,Y31,,A1020,,H6.1,,1903.879,,BE,,R4,,,
DE,Y31,,A1020,,H6.1,,587.01,NL,BE,,R4,,,
DE,Y31,,A1020,,H11,,982.55,,NL,,R4,,,
DE,Y31,,A1160,,H8,,1459.7799999999997,,SI,,R4,,,
DE,Y31,,A1160,,H8,,24.66,"NL, BE",FR,,R4,,,
DE,Y31,,A1160,,H8,,2278.37,FR,ES,,R4,,,
DE,Y31,,A1160,,H8,,15041.2,,CZ,,R4,,,
DE,Y31,,A1160,,H8,,6315.175,,BE,,R4,,,
DE,Y31,,A1160,,H8,,3928.272,NL,BE,,R4,,,
DE,Y31,,A1180,,H12,,2215.0299999999997,,BE,,R4,,,
DE,Y31,,A1180,,H12,,211.965,,CZ,,R12,,,
DE,Y31,,A1180,,H12,,2156.076,,NL,,R12,,,
DE,Y31,,A1180,,H12,,494.0,,AT,,"R3, R4",,,
DE,Y31,,A1180,,H12,,146.7,,AT,,R4,,,
DE,Y31,,A1180,,H12,,290.34000000000003,,CH,,R4,,,
DE,Y31,,A1180,,H12,,142.54,,CZ,,R4,,,
DE,Y31,,A1180,,H12,,3975.826,,NL,,R12,,,
DE,Y31,,A1180,,H12,,130.89999999999998,,NL,,R4,,,
DE,Y31,,A2010,,H12,,131.94,,NL,,R12,,,
DE,Y31,,A2010,,H12,,7063.966,,NL,,R5,,,
DE,Y31,,A2010,,H12,,71.52,,NL,,R4,,,
DE,Y31,,A4100,,H6.1,,465.08,,BE,,R4,,,
DE,Y31,,A4100,,H6.1,,203.6,,BE,,R5,,,
DE,Y31,,A4100,,H11,,10.105,"BE, FR",GB,,R4,,,
DE,Y32,Linings and refractories,161103*,,H12,,2740.6,,ES,,R4,,,
DE,Y32,Linings and refractories,161103*,,H12,,3910.44,FR,ES,,R4,,,
DE,Y32,Gases in pressure containers,A4130,,H4.2,,10.42,LU,FR,D10,,,,
DE,Y34,,A2030,,H8,,326.599,,BE,,R4,,,
DE,Y34,,A4090,,H8,,1611.2,,CH,,R5,,,
DE,Y41,,A3150,,H6.1,,62.72,,FR,D10,,,,
DE,Y41,,A3150,,H3,,1641.19,,DK,D10,,,,
DE,Y41,,A3150,,H6.1,,2179.34,,DK,D10,,,,
DE,Y41,,A3150,,H6.1,,620.121,,NL,,R2,,,
DE,Y41,,A3150,,H8,,282.1,,CH,D10,,,,
DE,Y42,,A3140,,H3,,1574.7199999999998,,CH,,R2,,,
DE,Y42,,A3140,,H3,,5199.79,,FR,,R1,,,
DE,Y42,,A3140,,H3,,1310.0,,FR,,R2,,,
DE,Y42,,A3140,,H3,,80.66,,GB,,R2,,,
DE,Y42,,A3140,,H3,,695.35,,NL,D10,,,,
DE,Y42,,A3140,,H3,,48.8,BE,FR,,R2,,,
DE,Y42,,A3140,,H3,,1462.28,LU,FR,,R2,,,
DE,Y42,,A3140,,H3,,48.52,,FR,,R2,,,
DE,Y42,,A3140,,H3,,437.90599999999995,,FR,,R2,,,
DE,Y42,,A3140,,H3,,1048.317,,NL,,R2,,,
DE,Y42,,A3140,,H3,,4573.9,,FR,,R1,,,
DE,Y42,,A3140,,H3,,1200.16,,FR,,R2,,,
DE,Y42,,A3140,,H3,,9.519,,CH,,R1,,,
DE,Y42,,A3140,,H3,,224.82,,NL,D10,,,,
DE,Y45,,A4160,,H11,,164.46,,BE,,R7,,,
DE,Y__,Waste containing vanadium,AA 060,,H12,,63.562,,US,,R4,,,
DE,Y__,"Chlorofluorocarbons, HCFC, HFC",AC 150,,H12,,16.9,,BE,,R3,,,
DE,Y__,Wood waste treated with wood preservatives,AC 170,,H11,,2532.1,,AT,,"R1, R3",,,
DE,Y__,Wood waste treated with wood preservatives,AC 170,,H11,,24.92,,NL,,R12,,,
DE,Y__,,RB 020,,H11,,752.0,,US,,R4,,,
DE,Y__,,RB 020,,H11,,7.74,NL,BE,,R4,,,
DE,Y__,,RB 020,,H11,,400.0,"NL,CA",US,,R4,,,
DE,Y__,Waste containng cobalt,060405*,,H12,,36.693,,AT,,R4,,,
DE,Y__,Aluminium ashes and residues,100315*,,H4.3,,210.44,,AT,,R4,,,
DE,Y__,Aluminium ashes and residues,100315*,,H4.3,,3405.31,,FR,,R4,,,
DE,Y__,Aluminium ashes and residues,100321*,,H4.3,,1007.634,,DK,,R1,,,
DE,Y__,Aluminium ashes and residues,100321*,,H4.3,,501.46,,DK,,R5,,,
DE,Y__,"Contaminated items (cloths, clothing, filter materials)",150202*,,H6.1,,6.587,,US,,R4,,,
DE,Y__,"Contaminated items (cloths, clothing, filter materials)",150202*,,H12,,4.879,,US,,R4,,,
DE,Y__,End-of-life vehicles,160104*,,H12,,4433.0,,TR,,R4,,,
DE,Y__,"Discarded equipment containing CFC, HCFC, HFC",160211*,,H12,,160.32,,CZ,,R4,,,
DE,Y__,Mixed hazardous waste,160303*,,H11,,17.8,,NL,,R12,,,
DE,Y__,Mixed hazardous waste,160303*,,H11,,17.8,DK,SE,,R4,,,
DE,Y__,Contaminated soil,170503*,,H12,,2112.67,,NL,,R5,,,
DE,Y__,Contaminated soil,170503*,,H12,,835.66,,NL,D9,,,,
DE,Y__,Hazardous demolition waste,170507*,,H11,,44164.0,,NL,D1,,,,
DE,Y__,Mixed hazardous waste,190204*,,H4.1,,413.08,LU,BE,,R1,,,
DE,Y__,Mixed hazardous waste,190204*,,H6.1,,658.29,,BE,,R1,,,
DE,Y__,Mixed hazardous waste,190211*,,H6.1,,1.841,LU,FR,,R4,,,
DE,Y__,Mixed hazardous waste,190211*,,H6.1,,0.742,,NL,D1,,,,
DE,Y__,"Discarded equipment containing CFC, HCFC, HFC",200123*,,H12,,1241.2920000000001,,CZ,,R4,,,
DE,Y__,Subject to notification in the country of destination,B1010,,--,,4.78,,PL,,R4,,,
DE,Y__,Subject to notification in the country of destination,B1010,,--,,242.0,,AR,,R4,,,
DE,Y__,Subject to notifiaction in the country of destination,B1010,,--,,96.22,,PL,,R4,,,
DE,Y__,Subject to notification in the country of destination,B1010,,--,,5174.93,,PL,,R4,,,
DE,Y__,Subject to notification in the country of destination,B1010,,--,,9600.285800000001,,PL,,R4,,,
DE,Y__,Subject to notification in the country of destination,B1010,,--,,2018.348,PL,PL,,R4,,,
DE,Y__,Subject to notification in the country of destination,B1010,,--,,24.58,,PL,,R12,,,
DE,Y__,Subject to notification in the country of destination,B1010,,--,,29957.958000000006,,PL,,R4,,,
DE,Y__,Subject to notification in the country of destination,B1010,,--,,4518.787,,PL,,R4,,,
DE,Y__,Subject to notification in the country of destination,B1010,,--,,8894.306,,PL,,R4,,,
DE,Y__,Subject to notification in the country of destination,B1010,,--,,1078.806,,BR,,R4,,,
DE,Y__,Subject to notification in the country of destination,B1010,,--,,1266.1,,PL,,R4,,,
DE,Y__,Subject to notification in the country of destination,B1010,,--,,320.046,NL,BR,,R4,,,
DE,Y__,Subject to notification in the country of destination,B1010,,--,,772.63,,BR,,R4,,,
DE,Y__,Subject to notification in the country of destination,B1020,,--,,563.819,,PL,,R4,,,
DE,Y__,Subject to notification in the country of destination,B1030,,--,,20.8,,PL,,R4,,,
DE,Y__,Subject to notifiaction in the country of destination,B1100,,--,,306.11,,PL,,R4,,,
DE,Y__,Subject to notification in the country of destination,B1110,,--,,126.1,,PL,,R4,,,
DE,Y__,Subject to notification in the country of destination,B1230,,--,,560.6,,PL,,R4,,,
DE,Y__,Subject to notification in the country of destination,B2020,,--,,391.6,,PL,,R5,,,
DE,Y__,Subject to notification in the country of destination,B2040,,--,,760.98,,PL,,R5,,,
DE,Y__,Subject to notification in the country of destination,B3010,,--,,250.1,,IR,,R3,,,
DE,Y__,Subject to notification in the country of destination,B3010,,--,,238.764,,ZA,,R3,,,
DE,Y__,Subject to notification in the country of destination,B3010,,--,,647.035,,PL,,R3,,,
DE,Y__,Subject to notification in the country of destination,B3010,,--,,2261.76,,RO,,R3,,,
DE,Y__,Subject to notification in the country of destination,B3010,,--,,13.84,,PL,,R3,,,
DE,Y__,Subject to notification in the country of destination,B3010,,--,,1324.415,"AT,HU",RO,,R3,,,
DE,Y__,Subject to notification in the country of destination,B3010,,--,,214.662,,PL,,R3,,,
DE,Y__,Subject to notification in the country of destination,B3020,,--,,46.06,,PL,,R3,,,
DE,Y__,Subject to notification in the country of destination,B3020,,--,,10196.939999999999,,PL,,R3,,,
DE,Y__,Subject to notification in the country of destination,B3030,,--,,914.1199999999999,,PL,,R3,,,
DE,Y__,Subject to notification in the country of destination,B3030,,--,,5930.8640000000005,,PL,,R3,,,
DE,Y__,Subject to notification in the country of destination,B3030,,--,,439.13,,PL,,"R1, R3",,,
DE,Y__,Subject to notification in the country of destination,B3030,,--,,19327.602,,PL,,R3,,,
DE,Y__,Subject to notification in the country of destination,B3030,,--,,591.74,,PL,,R12,,,
DE,Y__,Subject to notification in the country of destination,B3030,,--,,1807.1799999999998,,PL,,"R1,R3",,,
DE,Y__,Subject to notification in the country of destination,B3030,,--,,2346.55,,RO,,R3,,,
DE,Y__,Subject to notification in the country of destination,B3030,,--,,120.54,"AT,HU",RO,,R12,,,
DE,Y__,Subject to notification in the country of destination,B3030,,--,,270.69,"AT,HU",RO,,R3,,,
DE,Y__,Subject to notification in the country of destination,B3030,,--,,721.992,"AT, HU, RO",BG,,R12,,,
DE,Y__,Subject to notification in the country of destination,B3030,,--,,576.06,"HU, AT",RO,,R12,,,
DE,Y__,Subject to notification in the country of destination,B3040,,--,,794.325,,PL,,R3,,,
DE,Y__,Subject to notification in the country of destination,B3140,,--,,222.49,,BG,,R3,,,
DE,Y__,Subject to notification in the country of destination,B3140,,--,,1599.66,,PL,,R3,,,
DE,Y46,Plastic packaging waste from households,150106,,--,,3141.7039999999997,,AT,,"R1,R3,R4",,,
DE,Y46,Plastic packaging waste from households,150106,,--,,9034.6,,AT,,"R3,R4",,,
DE,Y46,Biodegradable kitchen and canteen waste,200108,,--,,2756.25,,NL,,R3,,,
DE,Y46,Garden and park waste,200201,,--,,166.82,,FR,,R3,,,
DE,Y46,Garden and park waste,200201,,--,,1363.59,,NL,,R3,,,
DE,Y46,Mixed household waste,200301,,--,,4016.32,,BE,,R3,,,
DE,Y46,Mixed household waste,200301,,--,,12333.73,,CH,,R1,,,
DE,Y46,Mixed household waste,200301,,--,,104677.82299999999,,CH,D10,,,,
DE,Y46,Mixed household waste,200301,,--,,905.34,,NL,,R1,,,
DE,Y46,Mixed household waste,200301,,--,,601.14,,NL,,R12,,,
DE,Y46,Mixed household waste,200301,,--,,4241.98,,NL,,R3,,,
DE,Y46,Mixed household waste,200301,,--,,39286.39,FR,CH,D10,,,,
DE,Y47,,100117,,--,,1677.94,DK,NO,,R5,,,
DE,Y47,,190112,,--,,42409.579999999994,,FR,,R5,,,
DE,Y47,,190112,,--,,20196.656,,NL,,R5,,,
DE,Y47,,190114,,--,,507.87,BE,NL,,R5,,,
DK,Y4,A4030,,,H11,200119,8.733,,DE,D10,,,,
DK,Y8,A3020,,,H3,130205,2545.26,,DE,,R9,,,
DK,Y10,A1180,,,H12,"160209,160210,160213,160215,160216",138.52,,DE,,R4,,,
DK,Y11,A3190,,,H12,190207,2047.68,,DE,,R9,,,
DK,Y12,A4070,,,H11,200127,781.156,,DE,D10,,,,
DK,Y13,A4120,,,H5.1,160904,21.849,,DE,D10,,,,
DK,Y13,A3050,,,H11,080409,23.42,,DE,,R3,,,
DK,Y14,A4150,,,H3,160506,28.01,,DE,D10,,,,
DK,Y17,A1050,,,H12,110109,285.97,,DE,D1,,,,
DK,Y17,A1180,,,H8,"160213,200135",1971.386,,LV,,R12,,,
DK,Y17,A1050,,,H11,110109,5.904,,DE,,R4,,,
DK,Y17,A1050,,,H11,190205,30.825,,DE,,R4,,,
DK,Y17,A1050,,,H12,110109,15.31,,DE,,R4,,,
DK,Y17,A1080,,,,190205,459.42,,DE,,R4,,,
DK,Y17,A1130,,,H8,110106,89.58,,BE,,R4,,,
DK,Y17,A2030,,,H12,060502,80.48,,DE,,R4,,,
DK,Y18,A4100,,,H12,190113,381.36,,NO,D9,,,,
DK,Y18,AA010,,,,100909,23.54,,NO,D9,,,,
DK,Y18,A1170,,,H12,200133,211.061,,FR,,R4,,,
DK,Y18,A4100,,,H8,161001,45.0,,DE,,R4,,,
DK,Y18,AB070,,,,100908,50.4,,DE,,R5,,,
DK,Y21,A2030,,,H6.1,160802,42.302,,DE,,R4,,,
DK,Y22,AC170,,,H13,"170204,200137",3957.53,,DE,,R1,,,
DK,Y22,AC170,,,H13,200137,244.06,,DE,,R1,,,
DK,Y24,AC170,,,H12,"200137,170204",2354.7,,DE,,R1,,,
DK,Y26,A1170,,,NEJ,200133,20.78,,FR,,R4,,,
DK,Y26,RX100,,,H11,100116,1944.96,,NO,D9,,,,
DK,Y29,A4030,,,H12,070413,1176.08,,NO,D12,,,,
DK,Y29,A1030,,,H8,060404,1.707,,DE,,R4,,,
DK,Y31,A1180,,,H11,"160213,200135",37.56,,DE,,R12,,,
DK,Y31,A1180,,,H11,200135,5270.83,,DE,,"R12,R4",,,
DK,Y31,A1180,,,H12,160213,3111.32,,DE,,R13,,,
DK,Y31,A1020,,,H11,191211,458.04,,SE,,R4,,,
DK,Y31,A1160,,,H8,160601,983.231,,SE,,R4,,,
DK,Y31,A1160,,,H8,160601,418.02,,DE,,R4,,,
DK,Y31,A2010,,,H11,160215,2859.6,,DE,,R4,,,
DK,Y31,A1160,,,H8,160601,2030.114,,DE,,R5,,,
DK,Y34,A4090,,,H8,200114,58.625,,DE,D10,,,,
DK,Y35,A4090,,,H8,200115,225.451,,DE,D10,,,,
DK,Y35,A4090,,,H8,200119,61.398,,DE,D10,,,,
DK,Y41,A3150,,,H6.1,140602,5.097,,DE,D10,,,,
DK,Y42,A3140,,,H11,140603,338.039,,DE,D10,,,,
DK,Y42,A3140,,,H3,200113,38.219,,DE,D10,,,,
DK,Y__,A1180,,,H11,"160213,200135",2312.34,,DE,,R12,,,
DK,Y__,A4120,,,H5.2,160903,4.27,,DE,D10,,,,
DK,Y__,A4140,,,H10,160506,5.793,,DE,D10,,,,
DK,Y__,AC170,,,H4.1,170201,15.98,,SE,,R1,,,
DK,Y__,AC170,,,H4.1,191206,19506.968,,DE,,R1,,,
DK,Y__,AC170,,,H4.1,191207,1866.468,,SE,,R1,,,
DK,Y__,AC170,,,H4.1,191207,23876.13,,DE,,R1,,,
DK,Y__,A1180,,,H12,200135,7228.43,,SE,,R3,,,
DK,Y__,AC170,,,H4.1,191207,7578.63,,DE,,R3,,,
DK,Y__,A1180,,,H12,160213,405.27,,LV,,R4,,,
DK,Y__,A2030,,,H11,160802,32.953,,AU,,R4,,,
DK,Y__,A4090,,,H8,"110105,110113,110504",220.54,,DE,,R6,,,
DK,Y__,,,,H11,161001,119.35,,DE,D10,,,,
DK,Y__,,,,H12,"190105,190205,190107",6051.154,,NO,D9,,,,
DK,Y__,,,,H12,190112,16914.4,,NO,,R5,,,
DK,Y__,,,,H12,190113,7156.917,,NO,D9,,,,
DK,Y__,,,,H3,150110,25.71,,DE,,R4,,,
DK,Y__,,,,H5.1,160904,0.792,,DE,D10,,,,
DK,Y__,,,,H11,100116,1944.96,,NO,D9,,,,
DK,Y46,A1180,,,H12,160213,10.738,,DE,,R4,,,
DK,Y47,AB010,,,,"190107,190114",589.36,,NO,D9,,,,
DK,Y47,,,,H13,190105,25.86,,NO,D5,,,,
DK,Y47,,,,H13,"190105,190107,190113",4356.3,,NO,D9,,,,
DK,Y47,,,,H13,190113,24883.978,,NO,D9,,,,
DK,Y47,,,,H13,"190113,190105",1341.63,,NO,D9,,,,
DK,Y47,,,,H13,"190113,190105,190107",12883.493,,NO,D9,,,,
DK,Y47,,,,H6.1,"190105,190107,190113",439.7,,NO,D12,,,,
DO,Y31,Waste lead acid batteries,A1160,9.0,11.0,,2000.0,,KR,,R4,,,
DO,Y31,Waste lead acid batteries,A1160,9.0,11.0,,6000.0,,KR,,R4,,,
DO,Y31,Waste lead acid batteries,A1160,9.0,11.0,,1500.0,,KR,,R4,,,
DO,Y31,Waste lead acid batteries,A1160,9.0,11.0,,2000.0,,KR,,R4,,,
DO,Y31,Waste lead acid batteries,A1160,9.0,11.0,,7200.0,,KR,,R4,,,
DO,Y31,Waste lead acid batteries,A1160,9.0,11.0,,10000.0,,KR,,R4,,,
DO,Y31,Waste lead acid batteries,A1160,9.0,11.0,,6000.0,,KR,,R4,,,
DO,Y31,Waste lead acid batteries,A1160,9.0,11.0,,10000.0,,IL ,,R4,,,
EE,Y9,wastes containing oil,A4060,__,H__,,210.80,,LV,,"R12,R13",,,
EE,Y45,cooling appliances,A1180,__,H__,,200.455,LV,LT,,"R4,R5,R13",,,
EE,Y45,cooling appliances,A1180,__,H__,,73.30,,LV,,R4,,,
EE,"Y31,Y45",WEEE,A1180,__,H__,,23.62,LV,LT,,"R4,R5,R13",,,
EE,"Y31,Y45",WEEE,A1180,__,H__,,142.70,,LV,,R4,,,
EE,Y29,wastes containing mercury,A1010,__,H__,,80.74,,LV,,R4,,,
EE,Y8,waste oil,A4060,__,H__,,258.04,,DE,,R9,,,
EE,Y31,lead-acid batteries,A1160,__,H__,,86.967,,LV,,R__,,,
EE,"Y26,Y29",batteries,A1170,__,H__,,23.92,,FI,,R4,,,
EE,Y31,WEEE,A1180,__,H__,,4.04,,FI,,R__,,,
EE,Y39,wood containing hazardous substances,A3070,__,H__,,2068.51,,SE,,R1,,,
EE,Y31,parts of WEEE,A1180,__,H__,,64.828,,BE,,R__,,,
EE,Y31,parts of WEEE,A1180,__,H__,,180.00,,LV,,"R12,R13",,,
FI,Y1,Waste pharmaceuticals,A4010,,,,136.44,,DE,D10,,,,
FI,Y5,Treated wood wastes,(AC170),,H12,,18553.04,,DE,,R1,,,
FI,Y6,Waste catalyst (amber),A2030,,"H11, H12, H4.2",,211.79,,DE,,R4,,,
FI,Y6,Solvent waste (halogenated and non-halogenated),A3140,,"H3, H6.1",,39.04,,SE,D10,,,,
FI,Y8,Waste oil,A3020,,"H12, H3",,73.34,,DE,,R9,,,
FI,Y8,Waste oil,A3020,,"H11, H12, H3",,1470.884,SE,NO,,"R12, R1",,,
FI,Y8,Waste oil,A4060,,H12,,1.0,,SE,,"R13, R9",,,
FI,Y9,"Waste oils/water, hydrocarbons/water mixtures, emulsions",A4060,,"H12, H3",,1396.426,,DE,D10,,,,
FI,Y9,"Waste oils/water, hydrocarbons/water mixtures, emulsions",A4060,,"H12, H3",,317.42,,DE,,R1,,,
FI,Y12,Paint and pigment waste,A4070,,"H3, H4.1",,745.74,,DE,D10,,,,
FI,Y12,"Unclassified (mixed paint, varnish etc., packages and wiping clothes)",,,H4.1,,118.33,,DE,,R3,,,
FI,Y15,Waste explosives,A4080,,"H1, H5.1",,233.5,,SE,D10,,,,
FI,Y17,Waste from the surface treatment of metals and plastic,(AB030),,H12,,1.584,,DE,,R4,,,
FI,Y17,Galvanic sludge,A1050,,H11,,100.25,,DE,,R4,,,
FI,Y17,Galvanic sludge,A1050,,"H11, H12",,10.14,,DE,,R4,,,
FI,Y17,Galvanic sludge,A1050,,H13,,112.0,,SE,,R4,,,
FI,Y18,Active carbon (non-food industry & waste water),A4160,,H13,,466.695,,BE,,R7,,,
FI,Y18,NFR non-ferrous metal fraction from shredder operation,,,,,1544.0,NL,DE,,R4,,,
FI,Y18,Unclassified (unrecyclable residue of industrial and commercial waste),,,,,81.82,,SE,,R1,,,
FI,Y18,Filtrate water from neutralisation process,,,H12,,508.16,,SE,D9,,,,
FI,Y22,Filter dust from stainless steel production,A4100,,H11,,18.4,,SE,,R4,,,
FI,Y23,Sludge and scales from steel and iron production,(AA010),,"H11, H12",,1386.06,,SE,,R4,,,
FI,Y23,Filter dust from stainless steel production,A4100,,"H11, H12",,2846.0,,NO,,R4,,,
FI,Y23,Filter dust from stainless steel production,A4100,,"H11, H12",,28769.05,,SE,,R4,,,
FI,Y26,Battery waste,A1170,,"H12, H8",,268.308,,DE,,R4,,,
FI,Y26,NiCd batteries,A1170,,"H11, H12, H8",,95.8,,SE,,R4,,,
FI,Y26,NiCd batteries,A1170,,"H11, H12, H8",,111.63,"CA, DE, NL",US,,R4,,,
FI,Y29,Metal wastes and waste consisting of listed alloys,A1010,,"H12, H6.1, H8",,14.421,,DE,D9,,,,
FI,Y29,Waste amalgam,A1030,,"H12, H6.1",,4.61,DE,AT,,R4,,,
FI,Y29,Waste amalgame,A1030,,H11,,0.593,,DE,,R4,,,
FI,Y29,Waste containing mercury,A1030,,"H12, H8",,23.303,BE,DE,D9,,,,
FI,Y29,Electronic and electric devices,A1180,,"H11, H12",,22.88,,DE,,R5,,,
FI,Y29,Electronic and electric devices,A1180,,H12,,176.47,,EE,,"R12, R4, R5, R1",,,
FI,Y31,Lead-containing waste,A1020,,H6.1,,109.023,,SE,,R4,,,
FI,Y31,Lead accumulator scrap,A1160,,"H11, H12, H6.1, H8",,999.29,,DE,,R4,,,
FI,Y31,Lead accumulator scrap,A1160,,"H11, H12, H6.1, H8",,9798.744,,EE,,R4,,,
FI,Y31,Lead accumulator scrap,A1160,,"H11, H12, H6.1, H8",,7992.448,,SE,,R4,,,
FI,Y31,Electronic and electric devices,A1180,,"H12, H6.1",,51.843,,DE,,R4,,,
FI,Y31,Electronic and electric devices,A1180,,"H11, H12",,236.138,,EE,,R12,,,
FI,Y31,Cathode Ray Tube glass (CRT),A2010,,"H11, H12",,605.6,,DE,,R5,,,
FI,Y31,Cathode Ray Tube glass (CRT),A2010,,"H11, H12",,1084.009,,SE,,R5,,,
FI,Y35,Fly and bottom ash from energy production,,,H8,,244.52,,DE,,R5,,,
FI,Y35,Fly and bottom ash from energy production,,,H8,,1716.325,,DE,D12,,,,
FI,Y36,"Unclassified, waste steel cylinders",A4130,,"H11, H12",,168.54,DE,CZ,,"R12, R4",,,
FI,Y42,Solvent waste (halogenated and non-halogenated),A3140,,H3,,761.42,,BE,,R2,,,
FI,Y42,Solvent waste (halogenated and non-halogenated),A4010,,H3,,992.62,DE,GB,,R2,,,
FI,Y45,"CFC, HCFC and HFC substances",A3150,,H12,,9.64,,DE,,R3,,,
FI,Y__,Sludge and scales from steel and iron production,(AA010),,"H11, H12",,397.64,,SE,,R4,,,
FI,Y__,Battery waste,A1170,,"H11, H8",,31.5,,DE,,R4,,,
FI,Y__,Refrigerating devices,A1180,,H12,,3930.345,,SE,,R3,,,
FI,Y__,Waste catalyst (amber),A2030,,"H11, H12, H6.1",,3522.68,DE,AT,,R8,,,
FI,Y__,Waste catalyst (amber),A2030,,"H11, H12, H4.2",,321.52,,DE,,R8,,,
FI,Y__,Waste catalyst (amber),A2030,,"H11, H12, H4.2",,730.2919999999999,"BE, DE",NL,,R8,,,
FI,Y__,Aluminium slag,,,H4.3,,2859.24,NL,DE,,R4,,,
FI,Y__,Metal dust from stainless steel production,,,"H11, H12",,8899.84,,SE,,R4,,,
FI,Y46,Domestic waste,,,,,8525.912,,SE,,R1,,,
FI,Y46,Domestic waste,,,,,2.58,,DE,,"R12, R1",,,
GB,Y__,"A1020 Waste having as constituents or contaminants, excluding metal waste in massive form, 1020 and the note on B1020 in Annex III to this Regulation, Part 1(b)- Tellurium; tellurium compounds",,6.1,H6.1,Poisonous(acute),194.7,FR,BE,,R4,TO CONFIRM IF GB OR UK ,,
