"Country of 
Export",Ycode,"Waste 
streams",Annex VIII,"UN
class",H                                    Code,Characteristics,"Amount 
exported
(in metric tons)","Country
of  Transit","Country of 
destination","D
code","R
code",Column 13
IE,Y18,"16 02 11*, 20 01 23*",,,,,7.16,,GB,,R4,
IE,Y18,"16 02 11*, 20 01 23*",,,,,6.36,,GB,,R4,
IE,Y18,"16 02 11*, 20 01 23*",,,,,8.92,,GB,,R4,
IE,Y18,"16 02 11*, 20 01 23*",,,,,6.0,,GB,,R4,
IE,Y18,"16 02 11*, 20 01 23*",,,,,6.56,,GB,,R4,
IE,Y18,"16 02 11*, 20 01 23*",,,,,7.0,,GB,,R4,
IE,Y18,"16 02 11*, 20 01 23*",,,,,6.78,,GB,,R4,
IE,Y12,08 03 12*,,,,,16.5,,DE,,R2,
IE,Y12,08 03 12*,,,,,16.01,,DE,,R2,
IE,Y12,08 03 12*,,,,,11.68,,DE,,R2,
IE,Y12,08 03 12*,,,,,14.62,,DE,,R2,
IE,Y17,06 05 02*,,,,,19.36,,BE,,R4,
IE,Y17,06 05 02*,,,,,20.44,,BE,,R4,
IE,Y17,06 05 02*,,,,,19.9,,BE,,R4,
IE,Y17,06 05 02*,,,,,18.744,,BE,,R4,
IE,Y17,06 05 02*,,,,,21.74,,BE,,R4,
IE,Y17,06 05 02*,,,,,22.944,,BE,,R4,
IE,Y17,06 05 02*,,,,,21.08,,BE,,R4,
IE,Y17,"06 05 02*, 11 01 09*, 12 01 20*, 16 03 03*",,,,,22.72,,BE,,R4,
IE,Y17,"06 05 02*, 11 01 09*, 12 01 20*, 16 03 03*",,,,,19.72,,BE,,R4,
IE,Y17,"06 05 02*, 11 01 09*, 12 01 20*, 16 03 03*",,,,,19.18,,BE,,R4,
IE,Y17,"06 05 02*, 11 01 09*, 12 01 20*, 16 03 03*",,,,,23.68,,BE,,R4,
IE,Y17,"06 05 02*, 11 01 09*, 12 01 20*, 16 03 03*",,,,,24.82,,BE,,R4,
IE,Y17,"06 05 02*, 11 01 09*, 12 01 20*, 16 03 03*",,,,,20.35,,BE,,R4,
IE,Y17,"06 05 02*, 11 01 09*, 12 01 20*, 16 03 03*",,,,,21.29,,BE,,R4,
IE,Y17,"06 05 02*, 11 01 09*, 12 01 20*, 16 03 03*",,,,,20.16,,BE,,R4,
IE,Y17,"06 05 02*, 11 01 09*, 12 01 20*, 16 03 03*",,,,,21.5,,BE,,R4,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.92,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.28,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.7,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,25.1,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.68,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.62,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,24.02,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,24.04,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.62,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.8,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.48,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.72,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.22,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.22,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,24.22,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,24.16,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.66,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.58,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.5,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,24.06,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.5,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.3,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.34,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.36,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.44,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.88,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.64,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.52,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.74,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.9,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.8,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,24.26,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,24.06,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.9,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.28,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.9,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.7,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.62,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.42,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.64,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,24.08,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.52,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,24.2,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.94,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.82,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,24.08,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.74,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.78,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.28,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,24.14,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.5,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.48,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.62,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.2,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,24.1,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.5,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.68,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.36,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.8,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.48,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.68,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,24.0,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.66,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,24.18,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.7,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,24.28,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.78,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.72,,DE,,R5,
IE,"Y18, Y46","15 01 02, 15 01 06",,,,,23.84,,DE,,R5,
IE,Y17,11 01 98*,,,,,10.0,,GB,,R4,
IE,Y17,11 01 98*,,,,,8.0,,GB,,R4,
IE,Y17,11 01 98*,,,,,4.99,,GB,,R4,
IE,Y17,11 01 98*,,,,,6.0,,GB,,R4,
IE,Y17,11 01 98*,,,,,10.0,,GB,,R4,
IE,Y17,11 01 98*,,,,,6.0,,GB,,R4,
IE,Y34,06 01 01*,,,,,18.46,,BE,,R6,
IE,Y34,06 01 01*,,,,,17.76,,BE,,R6,
IE,"Y12, Y14, Y6","08 01 11*, 08 01 13*, 08 01 15*, 08 03 12*",,,,,0.87,,FI,D10,,
IE,"Y12, Y14, Y6","08 01 11*, 08 01 13*, 08 01 15*, 08 03 12*",,,,,0.31,,FI,D10,,
IE,Y17,11 01 98*,,,,,15.0,,GB,,R4,
IE,Y17,11 01 98*,,,,,8.0,,GB,,R4,
IE,Y17,11 01 98*,,,,,1.89,,GB,,R4,
IE,Y17,11 01 98*,,,,,6.0,,GB,,R4,
IE,Y17,11 01 98*,,,,,10.0,,GB,,R4,
IE,Y17,11 01 98*,,,,,6.0,,GB,,R4,
IE,Y4,"15 01 10*, 15 02 02*, 16 03 03*, 16 03 05*, 16 05 07*, 16 05 08*",,,,,8.54,,DK,D10,,
IE,Y4,"15 01 10*, 15 02 02*, 16 03 03*, 16 03 05*, 16 05 07*, 16 05 08*",,,,,23.0,,DK,D10,,
IE,Y4,"15 01 10*, 15 02 02*, 16 03 03*, 16 03 05*, 16 05 07*, 16 05 08*",,,,,22.6,,DK,D10,,
IE,Y31,16 06 01*,,,,,19.14,,KP,,R4,
IE,Y31,16 06 01*,,,,,18.62,,KP,,R4,
IE,Y31,16 06 01*,,,,,21.7,,KP,,R4,
IE,Y31,16 06 01*,,,,,21.68,,KP,,R4,
IE,Y31,16 06 01*,,,,,21.8,,KP,,R4,
IE,Y31,16 06 01*,,,,,21.78,,KP,,R4,
IE,Y31,16 06 01*,,,,,21.45,,KP,,R4,
IE,Y31,16 06 01*,,,,,21.85,,KP,,R4,
IE,Y31,16 06 01*,,,,,21.43,,KP,,R4,
IE,Y31,16 06 01*,,,,,21.3,,KP,,R4,
IE,Y31,16 06 01*,,,,,21.35,,KP,,R4,
IE,Y31,16 06 01*,,,,,21.44,,KP,,R4,
IE,Y31,16 06 01*,,,,,21.48,,KP,,R4,
IE,Y31,16 06 01*,,,,,21.43,,KP,,R4,
IE,Y31,16 06 01*,,,,,21.8,,KP,,R4,
IE,Y31,16 06 01*,,,,,21.8,,KP,,R4,
IE,Y31,16 06 01*,,,,,21.8,,KP,,R4,
IE,Y31,16 06 01*,,,,,20.68,,KP,,R4,
IE,Y31,16 06 01*,,,,,21.66,,KP,,R4,
IE,Y31,16 06 01*,,,,,20.48,,KP,,R4,
IE,Y31,16 06 01*,,,,,21.7,,KP,,R4,
IE,Y17,11 01 09*,,,,,23.76,,BE,,"R4, R5",
IE,Y42,07 07 04*,,,,,27.18,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.12,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.96,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,24.04,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,24.68,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,24.1,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.04,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.36,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,27.22,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,27.06,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,27.96,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.56,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.56,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,24.48,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,24.3,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,24.1,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.14,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.14,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.28,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,23.96,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,24.74,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.52,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,27.34,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,21.24,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.22,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.8,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.22,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.48,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.28,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.36,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,24.18,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,24.76,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.24,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.98,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,22.72,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.18,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.66,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.56,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.74,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.72,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,27.48,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.12,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,27.3,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,27.02,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.58,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,24.06,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,24.56,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,23.98,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.3,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.78,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,23.76,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.14,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.0,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,27.24,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.94,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,27.56,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.18,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.0,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.6,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.24,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,24.74,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,23.7,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,24.06,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,24.82,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.02,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.44,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.72,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.46,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.58,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.94,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.54,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,24.82,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.42,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.72,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.82,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,21.02,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.66,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.98,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.1,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.64,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,27.32,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.4,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.1,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.44,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.2,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.48,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.04,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,24.32,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,22.6,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.14,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.18,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.76,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.48,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.02,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.78,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.76,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,24.98,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.18,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,24.42,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,22.56,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.44,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.14,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,22.74,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,23.6,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.36,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.02,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.36,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,24.36,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,29.3,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.72,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.28,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.8,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,27.36,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.82,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.16,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.16,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,23.52,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,24.2,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.46,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.46,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,22.84,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,21.98,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.68,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.54,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,24.7,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.3,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.88,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,24.4,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,24.64,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.96,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.02,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.26,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.38,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.1,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.94,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.38,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,22.62,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,20.94,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,27.36,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,28.4,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,24.16,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,24.16,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.52,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.4,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,23.62,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,24.16,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,24.28,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,22.76,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,22.22,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,27.42,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,23.96,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,22.54,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,24.1,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.88,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.8,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.04,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.76,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.84,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.46,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.94,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,22.42,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,20.26,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,21.82,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.46,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.02,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.46,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,23.88,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,23.54,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.8,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.96,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,24.98,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.28,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,27.1,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.08,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.56,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.52,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.24,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.94,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.38,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,24.58,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,23.64,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.62,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.46,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.26,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,24.68,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.12,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,27.84,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,23.66,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,23.48,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.24,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.34,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.04,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.94,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.46,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,24.7,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.26,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,24.96,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.36,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,27.5,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.62,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,23.56,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.34,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.52,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.2,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.98,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.8,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.42,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,27.12,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,24.9,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.74,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.72,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.56,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.52,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.3,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,24.24,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,24.06,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,24.76,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,27.32,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.2,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,27.24,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,23.42,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,24.0,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.18,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.02,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.84,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,27.3,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,27.12,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.46,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.72,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.32,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.36,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.06,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,27.04,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.78,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,24.88,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.1,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.56,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,25.9,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,24.4,,BE,,"R1, R13",
IE,Y42,07 07 04*,,,,,26.96,,BE,,"R1, R13",
